合同编码,信贷客户编号,合同开始日,合同到期日,合同金额,保证人编号,保证金额,贷款余额,逾期余额,呆滞余额,呆帐余额
32198500012200000592,3219850000000010,2000/4/20,2001/4/19,"25,000,000.00",3219850000000011,"25,000,000.00",0.00,0.00,0.00,0.00
32198500012199900492,3219850000000181,1999/12/15,2002/12/14,"90,000,000.00",3219850000000182,"90,000,000.00","90,000,000.00",0.00,0.00,0.00
32199600001199700810,3219960000000058,1997/10/22,2004/4/21,"30,000,000.00",3219960000000059,"30,000,000.00","30,000,000.00",0.00,0.00,0.00
32198540001199700074,3219854000000032,1995/5/15,2002/6/27,"35,000,000.00",3219854000000007,"35,000,000.00",0.00,0.00,0.00,0.00
32199600016199700178,3219960000000191,1991/8/15,1992/2/15,"100,000.00",3219960000000192,"100,000.00","100,000.00",0.00,"100,000.00",0.00
32198730016199700030,3219873000000015,1997/1/24,1997/7/23,"1,000,000.00",3219873000000016,"1,000,000.00","1,000,000.00",0.00,"1,000,000.00",0.00
32198730016199800087,3219873000000002,1998/12/28,1999/12/27,"10,000,000.00",3219873000000003,"10,000,000.00",0.00,0.00,0.00,0.00
32199600016199900959,3219960000000387,1999/2/12,2000/2/11,"5,100,000.00",3219960000000059,"5,100,000.00",0.00,0.00,0.00,0.00
32199640018199700088,3219964000000086,1997/5/21,1998/1/21,"1,440,000.00",3219964000000084,"1,440,000.00",0.00,0.00,0.00,0.00
32198400001200002188,3219840000000399,2000/7/18,2003/7/17,"50,000,000.00",3219840000000173,"50,000,000.00","50,000,000.00",0.00,0.00,0.00
32198400001199700327,3219840000000223,1996/12/28,2000/12/28,"30,000,000.00",3219840000000225,"30,000,000.00",0.00,0.00,0.00,0.00
32198400002199700361,3219840000000272,1989/12/26,1990/9/30,"95,754.20",3219840000000290,"95,754.20","95,754.20",0.00,"95,754.20",0.00
32198730016199900111,3219873000000002,1999/1/8,2000/1/7,"10,000,000.00",3219873000000003,"10,000,000.00",0.00,0.00,0.00,0.00
32198730016199700058,3219873000000006,1997/7/31,1998/6/20,"1,000,000.00",3219873000000007,"1,000,000.00","940,000.00",0.00,"940,000.00",0.00
32198730016199800083,3219873000000002,1998/9/23,1999/9/22,"10,000,000.00",3219873000000003,"10,000,000.00",0.00,0.00,0.00,0.00
32198730016199700030,3219873000000015,1997/1/24,1997/7/23,"1,000,000.00",3219873000000016,"1,000,000.00","1,000,000.00",0.00,"1,000,000.00",0.00
32199610016199700154,3219961001000105,1994/10/24,1995/4/25,"100,000.00",3219961001000106,"100,000.00","100,000.00",0.00,"100,000.00",0.00
32198410013199700453,3219841000000244,1995/12/25,1996/6/25,"1,400,000.00",3219841000000245,"1,400,000.00","1,400,000.00",0.00,0.00,"1,400,000.00"
32198400001199700325,3219840000000223,1996/12/28,2000/12/28,"40,000,000.00",3219840000000226,"40,000,000.00",0.00,0.00,0.00,0.00
32198510061199900435,3219851000000047,1999/2/9,1999/8/8,"4,000,000.00",3219851000000104,"4,000,000.00","2,000,000.00",0.00,"2,000,000.00",0.00
32199630011199700071,3219963000000045,1996/1/15,1996/2/25,"60,000.00",3219963000000046,"60,000.00",0.00,0.00,0.00,0.00
32199620001199902146,3219962000000349,1999/12/30,2007/12/29,"12,000,000.00",3219962000000262,"12,000,000.00","11,350,000.00","1,600,000.00",0.00,0.00
32198410016199700515,3219841000000135,1997/11/28,1998/11/28,"10,000,000.00",3219841000000136,"10,000,000.00",0.00,0.00,0.00,0.00
32198530002199800543,3219853000000114,1998/3/19,2003/3/18,"10,500,000.00",3219853000000018,"10,500,000.00","10,300,000.00",0.00,0.00,0.00
32199640016199700133,3219964001000135,1995/6/23,1996/1/23,"10,000.00",3219964001000136,"10,000.00",0.00,0.00,0.00,0.00
32199640016199700179,3219964000000164,1995/4/11,1995/7/11,"50,000.00",3219964000000116,"50,000.00","50,000.00",0.00,0.00,"50,000.00"
32199640014199700024,3219964001000025,1995/7/19,1996/1/23,"10,000.00",3219964001000026,"10,000.00",0.00,0.00,0.00,0.00
32199640016199700101,3219964000000101,1995/1/20,1995/4/20,"40,000.00",3219964000000100,"40,000.00","40,000.00",0.00,"40,000.00",0.00
32199640016199700043,3219964001000049,1996/1/17,1996/3/28,"40,000.00",3219964000000050,"40,000.00",0.00,0.00,0.00,0.00
32199640016199700180,3219964000000164,1995/5/12,1995/12/12,"50,000.00",3219964000000116,"50,000.00","50,000.00",0.00,0.00,"50,000.00"
32199640018199700005,3219964001000003,1995/7/7,1996/2/7,"80,000.00",3219964001000004,"80,000.00",0.00,0.00,0.00,0.00
32199640011199700017,3219964000000018,1995/7/13,1996/1/15,"70,000.00",3219964001000017,"70,000.00","55,000.00",0.00,"55,000.00",0.00
32199640011199800383,3219964000000076,1998/4/28,1999/4/16,"250,000.00",3219964000000169,"250,000.00","219,000.00",0.00,"219,000.00",0.00
32199640016199700180,3219964000000164,1995/5/12,1995/12/12,"50,000.00",3219964000000116,"50,000.00","50,000.00",0.00,0.00,"50,000.00"
32199640014199700100,3219964001000099,1995/9/11,1996/3/15,"30,000.00",3219964000000100,"30,000.00",0.00,0.00,0.00,0.00
32199640016199700077,3219964000000079,1996/4/10,1996/10/10,"200,000.00",3219964000000042,"200,000.00","200,000.00",0.00,"200,000.00",0.00
32199640016199700058,3219964001000061,1994/12/31,1995/3/31,"400,000.00",3219964001000006,"400,000.00","400,000.00",0.00,"400,000.00",0.00
32199640016199700042,3219964001000049,1996/1/23,1996/7/23,"40,000.00",3219964000000050,"40,000.00","40,000.00",0.00,"40,000.00",0.00
32199640014199700102,3219964000000101,1995/1/17,1995/7/17,"40,000.00",3219964000000100,"40,000.00","40,000.00",0.00,"40,000.00",0.00
32199640016199800322,3219964000000062,1998/2/27,1998/11/20,"400,000.00",3219964000000063,"400,000.00","350,000.00",0.00,"350,000.00",0.00
32199600016199700187,3219960000000203,1993/12/10,1994/6/21,"330,000.00",3219960000000205,"330,000.00","330,000.00",0.00,0.00,"330,000.00"
32198540001199700066,3219854000000034,1997/12/31,2005/12/30,"50,000,000.00",3219854000000043,"50,000,000.00",0.00,0.00,0.00,0.00
32199600012199800830,3219960000000641,1998/12/18,1999/12/17,"1,800,000.00",3219960000000642,"1,800,000.00","1,800,000.00",0.00,"1,800,000.00",0.00
32198540001199700104,3219854000000032,1996/10/16,1997/10/16,"50,000,000.00",3219854000000054,"50,000,000.00",0.00,0.00,0.00,0.00
32198540001199700079,3219854000000034,1997/5/30,2005/5/29,"100,000,000.00",3219854000000048,"100,000,000.00",0.00,0.00,0.00,0.00
32198520001199700008,3219852000000013,1993/9/17,1996/9/17,"500,000.00",3219852000000102,"500,000.00",0.00,0.00,0.00,0.00
32199600016199700283,3219960000000290,1993/5/3,1993/5/28,"900,000.00",3219960000000291,"900,000.00",0.00,0.00,0.00,0.00
32198530002199800371,3219853000000134,1998/7/31,2003/7/30,"9,000,000.00",3219853000000016,"9,000,000.00",0.00,0.00,0.00,0.00
32198510016199700176,3219851000000061,1996/3/7,1996/9/6,"1,000,000.00",3219851000000008,"1,000,000.00",0.00,0.00,0.00,0.00
32198410016199700099,3219841000000052,1993/3/30,1993/4/30,"3,600,000.00",3219841000000057,"3,600,000.00","300,000.00",0.00,0.00,"300,000.00"
32198410016199700441,3219841000000228,1994/12/16,1995/12/15,"1,000,000.00",3219841000000229,"1,000,000.00","1,000,000.00",0.00,"1,000,000.00",0.00
32198510001199700178,3219851000000060,1997/12/23,2002/12/22,"8,000,000.00",3219851000000070,"8,000,000.00","8,000,000.00",0.00,0.00,0.00
32198730016199800084,3219873000000002,1998/10/16,1999/10/15,"20,000,000.00",3219873000000003,"20,000,000.00",0.00,0.00,0.00,0.00
32198730016199700029,3219873000000001,1996/9/26,1997/8/26,"2,000,000.00",3219873000000014,"2,000,000.00",0.00,0.00,0.00,0.00
32199640011199700019,3219964000000018,1996/3/20,1996/9/25,"30,000.00",3219964001000017,"30,000.00","30,000.00",0.00,"30,000.00",0.00
32199600016199700639,3219960000000451,1996/9/11,1997/3/10,"250,000.00",3219960000000703,"250,000.00",0.00,0.00,0.00,0.00
32198730016199700058,3219873000000006,1997/7/31,1998/6/20,"1,000,000.00",3219873000000007,"1,000,000.00","940,000.00",0.00,"940,000.00",0.00
32199630002200001156,3219963001000118,2000/7/21,2005/7/20,"4,000,000.00",3219963000000015,"4,000,000.00","3,500,000.00",0.00,0.00,0.00
32198400002199901317,3219840000000362,1999/9/15,2002/9/14,"4,500,000.00",3219840000000062,"2,035,000.00","4,500,000.00",0.00,0.00,0.00
32199630016199700161,3219963001000041,1996/7/3,1996/10/2,"100,000.00",3219963000000078,"100,000.00",0.00,0.00,0.00,0.00
32199630016199700390,3219963000000038,1995/12/29,1996/7/1,"200,000.00",3219963000000039,"200,000.00","200,000.00",0.00,"200,000.00",0.00
32198570016199700090,3219857000000026,1996/4/29,1996/7/29,"300,000.00",3219857000000027,"300,000.00","300,000.00",0.00,"300,000.00",0.00
32198500002199700015,3219850000000021,1987/4/28,1988/12/23,"700,000.00",3219850000000022,"700,000.00","250,000.00",0.00,0.00,"250,000.00"
32198400016199700413,3219840000000310,1992/9/15,1993/7/31,"1,000,000.00",3219840000000311,"1,000,000.00","1,000,000.00",0.00,"1,000,000.00",0.00
32199610016199700420,3219961001000137,1996/5/1,1997/4/30,"40,000.00",3219961000000155,"40,000.00","40,000.00",0.00,"40,000.00",0.00
32198400016199900893,3219840000000035,1999/4/2,2000/4/2,"8,500,000.00",3219840000000360,"2,500,000.00","8,500,000.00",0.00,"8,500,000.00",0.00
32198510002199700267,3219851000000083,1993/5/13,1994/5/10,"2,000,000.00",3219851000000021,"2,000,000.00",0.00,0.00,0.00,0.00
32199620011199700076,3219962000000078,1991/8/27,1992/3/28,"15,000.00",3219962000000079,"15,000.00","15,000.00",0.00,"15,000.00",0.00
32198400016199700167,3219840000000072,1992/5/27,1993/5/27,"1,500,000.00",3219840000000073,"1,500,000.00",0.00,0.00,0.00,0.00
32199640016199700162,3219964000000152,1996/2/14,1996/3/30,"200,000.00",3219964000000079,"200,000.00","200,000.00",0.00,"200,000.00",0.00
32199640018199700064,3219964001000026,1995/5/3,1995/12/30,"80,000.00",3219964001000068,"80,000.00","80,000.00",0.00,"80,000.00",0.00
32199640016199700039,3219964001000046,1995/10/16,1996/1/16,"200,000.00",3219964001000047,"200,000.00",0.00,0.00,0.00,0.00
32199640016199700042,3219964001000049,1996/1/23,1996/7/23,"40,000.00",3219964000000050,"40,000.00","40,000.00",0.00,"40,000.00",0.00
32199640016199700075,3219964000000077,1996/9/25,1997/4/28,"500,000.00",3219964000000078,"500,000.00","500,000.00",0.00,"500,000.00",0.00
32199640011199900906,3219964000000182,1999/11/5,2000/11/1,"370,000.00",3219964000000169,"370,000.00","370,000.00",0.00,"370,000.00",0.00
32199640016199700106,3219964001000106,1995/8/9,1996/8/9,"40,000.00",3219964001000107,"40,000.00","40,000.00",0.00,"40,000.00",0.00
32199640014199700210,3219964000000185,1997/9/16,1998/9/10,"700,000.00",3219964000000168,"700,000.00",0.00,0.00,0.00,0.00
32199640016199700075,3219964000000077,1996/9/25,1997/4/28,"500,000.00",3219964000000078,"500,000.00","500,000.00",0.00,"500,000.00",0.00
32199640018199700064,3219964001000026,1995/5/3,1995/12/30,"80,000.00",3219964001000068,"80,000.00","80,000.00",0.00,"80,000.00",0.00
32199640016199700151,3219964001000143,1993/6/1,1993/8/15,"50,000.00",3219964000000067,"50,000.00","50,000.00",0.00,0.00,"50,000.00"
32199640016199700021,3219964001000021,1995/12/11,1996/7/11,"60,000.00",3219964001000022,"60,000.00","46,500.00",0.00,"46,500.00",0.00
32199600016199700237,3219960000000243,1992/8/24,1993/8/20,"100,000.00",3219960000000244,"100,000.00","90,000.00",0.00,"90,000.00",0.00
32198400016199700417,3219840000000112,1993/2/11,1994/2/10,"1,600,000.00",3219840000000113,"1,600,000.00",0.00,0.00,0.00,0.00
32198630016199700140,3219863000000135,1988/8/8,1988/9/8,"650,000.00",3219863000000136,"650,000.00","260,000.00",0.00,0.00,"260,000.00"
32199600018199700654,3219960000000708,1996/12/23,1997/9/30,"400,000.00",3219960000000429,"400,000.00","400,000.00",0.00,"400,000.00",0.00
32199620002199700390,3219962000000175,1992/6/30,1994/6/30,"750,000.00",3219962000000218,"750,000.00",0.00,0.00,0.00,0.00
32199620018199700818,3219962001000279,1996/5/14,1996/10/13,"830,000.00",3219962000000110,"830,000.00",0.00,0.00,0.00,0.00
32198500018199800233,3219850000000023,1998/4/28,1999/4/28,"1,000,000.00",3219850000000024,"1,000,000.00","1,000,000.00",0.00,"1,000,000.00",0.00
32198540001199700081,3219854000000034,1997/12/26,2005/12/25,"250,000,000.00",3219854000000050,"250,000,000.00",0.00,0.00,0.00,0.00
32198520061199700185,3219852000000080,1997/8/12,1998/2/11,"5,500,000.00",3219852000000081,"5,500,000.00","1,190,000.00",0.00,"1,190,000.00",0.00
32198410012199900984,3219841000000179,1999/3/31,2000/3/30,"46,650,000.00",3219841000000180,"46,650,000.00",0.00,0.00,0.00,0.00
32198660024199800395,3219866000000167,1998/10/27,1999/10/21,"5,000,000.00",3219866000000168,"5,000,000.00","3,000,000.00",0.00,"3,000,000.00",0.00
32199640016199700055,3219964000000058,1996/3/27,1996/10/27,"200,000.00",3219964000000042,"200,000.00",0.00,0.00,0.00,0.00
32199640016199700123,3219964001000123,1996/2/8,1996/9/30,"200,000.00",3219964001000124,"200,000.00",0.00,0.00,0.00,0.00
32198630001199700010,3219863000000011,1996/11/30,2001/10/30,"15,000,000.00",3219863000000012,"15,000,000.00",0.00,0.00,0.00,0.00
32199640016199700107,3219964001000106,1995/6/16,1996/1/16,"50,000.00",3219964001000107,"50,000.00","50,000.00",0.00,"50,000.00",0.00
32198410002199700432,3219841000000218,1995/12/29,1999/8/29,"2,000,000.00",3219841000000219,"2,000,000.00",0.00,0.00,0.00,0.00
32199600014199700807,3219960000000340,1995/12/10,1996/6/9,"100,000.00",3219960000000341,"100,000.00","100,000.00",0.00,"100,000.00",0.00
32198650001199900129,3219865000000014,1999/3/31,2002/3/31,"17,000,000.00",3219865000000004,"17,000,000.00","17,000,000.00",0.00,0.00,0.00
32198410011200001989,3219841000000146,2000/6/30,2002/6/29,"5,000,000.00",3219841000000126,"5,000,000.00","5,000,000.00",0.00,0.00,0.00
32198730016199800084,3219873000000002,1998/10/16,1999/10/15,"20,000,000.00",3219873000000003,"20,000,000.00",0.00,0.00,0.00,0.00
32199600011199700529,3219960000000558,1995/11/3,1996/5/3,"300,000.00",3219960000000402,"300,000.00","300,000.00",0.00,"300,000.00",0.00
32059410011200000163,3219841000000005,2000/9/20,2002/9/19,"7,300,000.00",3219841000000004,"7,300,000.00","7,300,000.00",0.00,0.00,0.00
32199630011199700113,3219963000000066,1995/12/29,1996/7/10,"120,000.00",3219963000000043,"120,000.00","120,000.00",0.00,"120,000.00",0.00
32199640016199700060,3219964000000064,1996/4/3,1996/11/3,"250,000.00",3219964000000042,"250,000.00","75,000.00",0.00,"75,000.00",0.00
32198670012199700165,3219867000000060,1996/2/7,1996/8/6,"500,000.00",3219867001000061,"500,000.00",0.00,0.00,0.00,0.00
32199610002199700511,3219961001000243,1992/7/24,1992/11/24,"2,000,000.00",3219961001000272,"2,000,000.00",0.00,0.00,0.00,0.00
32199610018199800884,3219961000000050,1998/12/7,1999/12/6,"170,000.00",3219961000000051,"170,000.00","170,000.00",0.00,"170,000.00",0.00
32199640016199700051,3219964000000058,1995/12/22,1996/12/22,"400,000.00",3219964000000042,"400,000.00",0.00,0.00,0.00,0.00
32199640011199700225,3219964000000037,1996/7/18,1996/9/18,"100,000.00",3219964000000036,"100,000.00","100,000.00",0.00,"100,000.00",0.00
32059540016200100030,3219854000000031,2001/1/12,2002/1/11,"100,000,000.00",3219854000000034,"100,000,000.00",0.00,0.00,0.00,0.00
32199640016199700043,3219964001000049,1996/1/17,1996/3/28,"40,000.00",3219964000000050,"40,000.00",0.00,0.00,0.00,0.00
32199640061199700305,3219964000000038,1996/9/13,1997/2/13,"270,000.00",3219964001000039,"270,000.00",0.00,0.00,0.00,0.00
32199640016199700048,3219964000000057,1995/11/3,1996/10/30,"400,000.00",3219964000000042,"400,000.00","400,000.00",0.00,0.00,"400,000.00"
32199640016199700055,3219964000000058,1996/3/27,1996/10/27,"200,000.00",3219964000000042,"200,000.00",0.00,0.00,0.00,0.00
32199640016199700048,3219964000000057,1995/11/3,1996/10/30,"400,000.00",3219964000000042,"400,000.00","400,000.00",0.00,0.00,"400,000.00"
32199640016199700187,3219964000000167,1993/3/9,1993/9/9,"5,000,000.00",3219964000000165,"5,000,000.00",0.00,0.00,0.00,0.00
32199640061199700306,3219964000000036,1996/7/4,1996/10/4,"500,000.00",3219964000000037,"500,000.00","200,000.00",0.00,"200,000.00",0.00
32199640061199700304,3219964000000038,1996/9/26,1997/2/26,"150,000.00",3219964001000039,"150,000.00",0.00,0.00,0.00,0.00
32199600016199700027,3219960000000038,1992/7/1,1992/12/21,"50,000.00",3219960000000039,"50,000.00","24,716.00",0.00,"24,716.00",0.00
32199640016199700112,3219964001000111,1996/2/13,1996/11/28,"50,000.00",3219964001000113,"50,000.00","50,000.00",0.00,"50,000.00",0.00
32199640011199700205,3219964000000181,1995/12/31,1996/7/10,"250,000.00",3219964001000085,"250,000.00",0.00,0.00,0.00,0.00
32198540016199700003,3219854000000005,1995/6/17,1995/12/16,"400,000.00",3219854000000006,"400,000.00","400,000.00",0.00,"400,000.00",0.00
32198540016199700004,3219854000000008,1995/11/6,1996/5/5,"300,000.00",3219854000000009,"300,000.00","300,000.00",0.00,"300,000.00",0.00
32198540001199700073,3219854000000032,1994/11/30,2001/11/29,"40,000,000.00",3219854000000007,"40,000,000.00",0.00,0.00,0.00,0.00
32198410045200001868,3219841000000017,2000/5/22,2001/12/31,"500,000.00",3219841000000320,"400,000.00",0.00,0.00,0.00,0.00
32198660076199800532,3219866000000016,1998/12/27,1999/12/27,"37,244,700.00",3219866000000017,"4,500,000.00",0.00,0.00,0.00,0.00
32198630018199700158,3219863000000056,1997/11/26,1998/5/26,"500,000.00",3219863000000060,"500,000.00","300,000.00",0.00,"300,000.00",0.00
32198520016199700186,3219852000000082,1997/10/31,1998/6/20,"6,800,000.00",3219852000000083,"6,800,000.00","6,516,250.00",0.00,"6,516,250.00",0.00
32198520002199800387,3219852000000152,1998/3/27,2003/3/27,"7,000,000.00",3219852000000153,"7,000,000.00","5,000,000.00",0.00,0.00,0.00
32199620061199902095,3219962000000284,1996/3/26,1996/6/26,"150,000.00",3219962000000285,"150,000.00",0.00,0.00,0.00,0.00
32198540016199900372,3219854000000034,1999/12/30,2000/12/9,"25,000,000.00",3219854000000007,"25,000,000.00",0.00,0.00,0.00,0.00
32198540001199700063,3219854000000032,1995/12/28,2004/12/27,"50,000,000.00",3219854000000007,"50,000,000.00",0.00,0.00,0.00,0.00
32199630002200001128,3219963001000117,2000/7/12,2004/7/11,"5,000,000.00",3219963000000155,"5,000,000.00","4,000,000.00",0.00,0.00,0.00
32199640011199700225,3219964000000037,1996/7/18,1996/9/18,"100,000.00",3219964000000036,"100,000.00","100,000.00",0.00,"100,000.00",0.00
32198520016199800474,3219852000000013,1993/12/9,1995/12/9,"490,000.00",3219852000000102,"490,000.00",0.00,0.00,0.00,0.00
32199630011199900647,3219963000000067,1994/12/28,1995/7/30,"50,000.00",3219963000000068,"50,000.00","50,000.00",0.00,"50,000.00",0.00
32198510002199700039,3219851000000021,1989/5/30,2005/11/30,"30,000,000.00",3219851000000024,"30,000,000.00",0.00,0.00,0.00,0.00
32199610016199700142,3219961001000096,1992/7/20,1993/7/20,"280,000.00",3219961001000097,"280,000.00",0.00,0.00,0.00,0.00
32198400025200001876,3219840000000392,2000/4/7,2003/4/6,"258,000.00",3219840001000377,"258,000.00","118,000.00",0.00,0.00,0.00
32198560016199700014,3219856000000019,1997/8/26,1997/11/26,"500,000.00",3219856000000020,"500,000.00","400,000.00",0.00,"400,000.00",0.00
32199610016199700063,3219961001000029,1989/2/24,1989/9/30,"250,000.00",3219961001000134,"250,000.00",0.00,0.00,0.00,0.00
32199600012199700646,3219960000000451,1996/4/12,1997/4/12,"400,000.00",3219960000000703,"400,000.00",0.00,0.00,0.00,0.00
32199610016199700222,3219961001000116,1993/6/2,1994/12/21,"600,000.00",3219961001000117,"600,000.00","600,000.00",0.00,"600,000.00",0.00
32199630018199700029,3219963000000019,1997/6/2,1998/1/20,"180,000.00",3219963000000020,"180,000.00","180,000.00",0.00,"180,000.00",0.00
32199610002199700146,3219961001000100,1992/7/13,1995/7/12,"835,000.00",3219961001000101,"835,000.00",0.00,0.00,0.00,0.00
32199640016199700108,3219964001000106,1995/4/3,1995/7/3,"50,000.00",3219964001000107,"50,000.00","50,000.00",0.00,"50,000.00",0.00
32199640016199800319,3219964000000157,1998/6/30,1999/2/20,"190,000.00",3219964000000158,"190,000.00","160,000.00",0.00,"160,000.00",0.00
32199640014199700100,3219964001000099,1995/9/11,1996/3/15,"30,000.00",3219964000000100,"30,000.00",0.00,0.00,0.00,0.00
32199640016199700044,3219964001000049,1995/9/25,1996/4/25,"20,000.00",3219964000000050,"20,000.00",0.00,0.00,0.00,0.00
32199640016199700060,3219964000000064,1996/4/3,1996/11/3,"250,000.00",3219964000000042,"250,000.00","75,000.00",0.00,"75,000.00",0.00
32198730016199800077,3219873000000002,1998/6/22,1999/6/21,"10,000,000.00",3219873000000003,"10,000,000.00",0.00,0.00,0.00,0.00
32199640018199700064,3219964001000026,1995/5/3,1995/12/30,"80,000.00",3219964001000068,"80,000.00","80,000.00",0.00,"80,000.00",0.00
32199640016199700052,3219964000000058,1995/11/2,1996/6/2,"200,000.00",3219964000000042,"200,000.00",0.00,0.00,0.00,0.00
32199640016199700103,3219964001000102,1994/6/4,1994/12/3,"50,000.00",3219964000000103,"50,000.00","5,000.00",0.00,"5,000.00",0.00
32199640011199700227,3219964000000037,1996/1/9,1996/7/9,"200,000.00",3219964000000036,"200,000.00","200,000.00",0.00,"200,000.00",0.00
32199600016199901162,3219960000000734,1999/12/16,2000/12/1,"3,000,000.00",3219960000000599,"3,000,000.00",0.00,0.00,0.00,0.00
32198540016199700036,3219854000000010,1996/4/30,1997/4/30,"430,000.00",3219854000000011,"430,000.00","430,000.00",0.00,"430,000.00",0.00
32198420001200000006,3219842000000006,2000/5/9,2003/5/8,"23,120,000.00",3219842000000007,"23,120,000.00","23,120,000.00",0.00,0.00,0.00
32199640011199700227,3219964000000037,1996/1/9,1996/7/9,"200,000.00",3219964000000036,"200,000.00","200,000.00",0.00,"200,000.00",0.00
32198400002199700363,3219840000000274,1987/11/13,1992/11/12,"1,650,000.00",3219840000000284,"1,650,000.00","250,000.00",0.00,"250,000.00",0.00
32198500012199900435,3219850000000181,1999/9/2,2002/9/1,"100,000,000.00",3219850000000182,"100,000,000.00","45,000,000.00",0.00,0.00,0.00
32199630016199700207,3219963000000103,1995/11/13,1997/12/10,"350,000.00",3219963000000104,"350,000.00",0.00,0.00,0.00,0.00
32198520002199700220,3219852000000013,1993/12/25,1995/12/24,"260,000.00",3219852000000103,"260,000.00",0.00,0.00,0.00,0.00
32198660076199900980,3219866000000172,1999/10/8,2000/3/29,"19,036,180.00",3219866000000173,"2,300,000.00","4,096,537.68",0.00,"4,096,537.68",0.00
32198660016199700270,3219866000000131,1990/4/28,1990/7/31,"200,000.00",3219866000000132,"200,000.00","200,000.00",0.00,"200,000.00",0.00
32198400016199700353,3219840000000252,1995/12/29,1996/6/29,"800,000.00",3219840000000255,"800,000.00","800,000.00",0.00,"800,000.00",0.00
32198530001199800476,3219853000000029,1998/12/20,2003/12/19,"50,000,000.00",3219853000000126,"50,000,000.00",0.00,0.00,0.00,0.00
32198500002199800219,3219850000000042,1998/1/9,2002/7/9,"6,000,000.00",3219850000000043,"6,000,000.00","6,000,000.00",0.00,0.00,0.00
32199640016199700049,3219964000000057,1996/3/14,1997/3/13,"500,000.00",3219964000000042,"500,000.00","200,000.00",0.00,0.00,"200,000.00"
32198520016199700244,3219852000000132,1997/4/24,1998/4/23,"900,000.00",3219852000000109,"900,000.00","900,000.00",0.00,"900,000.00",0.00
32198500012200000592,3219850000000010,2000/4/20,2001/4/19,"25,000,000.00",3219850000000012,"25,000,000.00",0.00,0.00,0.00,0.00
32199630011199700165,3219963000000044,1997/6/13,1998/1/10,"500,000.00",3219963000000043,"500,000.00",0.00,0.00,0.00,0.00
32059410041200000373,3219841000000004,2000/12/8,2001/12/27,"7,800,000.00",3219841000000005,"6,630,000.00",0.00,0.00,0.00,0.00
32198660016199700271,3219866000000085,1993/5/24,1993/8/24,"500,000.00",3219866000000068,"500,000.00","300,000.00",0.00,0.00,"300,000.00"
32198410014199700213,3219841000000160,1996/12/24,1997/6/24,"7,500,000.00",3219841000000166,"7,500,000.00",0.00,0.00,0.00,0.00
32059530018200000413,3219853000000044,2000/12/29,2001/12/28,"160,000.00",3219853000000040,"160,000.00","40,000.00",0.00,"40,000.00",0.00
32198570016199700089,3219857000000024,1997/12/31,1998/12/31,"300,000.00",3219857000000025,"300,000.00",0.00,0.00,0.00,0.00
32199610016199700452,3219961001000171,1991/8/10,1991/12/10,"25,000.00",3219961001000170,"25,000.00","25,000.00",0.00,"25,000.00",0.00
32199600011199700462,3219960000000505,1995/12/13,1996/6/12,"100,000.00",3219960000000448,"100,000.00",0.00,0.00,0.00,0.00
32198730016199800087,3219873000000002,1998/12/28,1999/12/27,"10,000,000.00",3219873000000003,"10,000,000.00",0.00,0.00,0.00,0.00
32198400001199900875,3219840000000223,1999/3/22,2003/7/22,"50,000,000.00",3219840000000227,"50,000,000.00","50,000,000.00",0.00,0.00,0.00
32199610018199700528,3219961000000074,1993/4/26,1993/7/25,"200,000.00",3219961001000075,"200,000.00","200,000.00",0.00,"200,000.00",0.00
32198560016200000925,3219856000000009,2000/6/20,2001/6/19,"335,000.00",3219856000000010,"335,000.00","329,000.00",0.00,"329,000.00",0.00
32199620018199700619,3219962000000277,1993/6/18,1993/9/15,"100,000.00",3219962000000270,"100,000.00","100,000.00",0.00,"100,000.00",0.00
32198560016199700082,3219856000000055,1992/9/25,1993/8/14,"500,000.00",3219856000000056,"500,000.00",0.00,0.00,0.00,0.00
32198410002199700433,3219841000000218,1995/9/27,2009/9/27,"2,000,000.00",3219841000000219,"2,000,000.00",0.00,0.00,0.00,0.00
32199600012199700645,3219960000000451,1996/9/11,1997/3/10,"450,000.00",3219960000000702,"450,000.00",0.00,0.00,0.00,0.00
32198510001199700216,3219851000000021,1997/12/31,2005/12/31,"10,000,000.00",3219851000000024,"10,000,000.00",0.00,0.00,0.00,0.00
32199640016199700119,3219964001000120,1993/10/10,1994/7/10,"20,000.00",3219964001000011,"20,000.00","20,000.00",0.00,"20,000.00",0.00
32199610016199700479,3219961001000210,1992/11/6,1993/5/6,"220,000.00",3219961001000211,"220,000.00","220,000.00",0.00,"220,000.00",0.00
32199640016199700056,3219964000000058,1996/5/17,1996/12/20,"300,000.00",3219964000000042,"300,000.00",0.00,0.00,0.00,0.00
32199640016199700154,3219964000000147,1995/12/6,1996/12/6,"500,000.00",3219964000000116,"500,000.00","500,000.00",0.00,"500,000.00",0.00
32199640011199700198,3219964000000176,1996/9/6,1997/3/15,"40,000.00",3219964000000168,"40,000.00",0.00,0.00,0.00,0.00
32199640016199700074,3219964000000077,1996/9/26,1997/4/20,"420,000.00",3219964000000078,"420,000.00","420,000.00",0.00,"420,000.00",0.00
32199640014199700132,3219964001000028,1995/12/4,1996/6/10,"100,000.00",3219964001000134,"100,000.00","100,000.00",0.00,0.00,"100,000.00"
32199640016199700106,3219964001000106,1995/8/9,1996/8/9,"40,000.00",3219964001000107,"40,000.00","40,000.00",0.00,"40,000.00",0.00
